63865,1701343,35,22,23
21149,492979,17,6,6
56092,4440884,64,21,20
28926,178181,46,3,3
21150,312287,39,4,3
48521,673324,40,2,2
48525,2810351,40,11,11
25078,1182349,58,10,10
21158,2619171,103,25,25
21156,695156,45,12,12
25067,3313952,85,18,20
25065,2782738,87,12,14
59500,283189,14,7,6
59494,112685,0,0,0
17402,150178,6,4,4
24981,1059710,19,10,11
36533,1812438,73,20,22
17399,75296,17,3,4
24976,671773,27,6,6
86263,280414,13,4,4
24977,495918,26,6,6
24978,299973,23,10,11
48608,4696092,28,11,10
70699,1266798,85,11,11
24975,671773,28,6,6
40861,1776963,49,10,10
70689,4809125,85,16,14
40877,2630964,99,14,14
48589,90431,8,0,0
56172,38920,4,0,1
51806,480932,32,6,5
36504,2052715,95,14,14
56171,28984,6,2,2
59444,2172042,31,3,6
59441,4183026,109,13,12
59440,3228690,26,4,4
59442,8180027,92,30,30
21245,987584,67,18,17
59438,3197134,105,15,14
63768,1347562,11,4,4
86208,89283,6,2,3
67014,2268405,34,11,10
17203,505363,45,6,7
70900,1220232,46,17,14
24914,1001370,103,13,12
67013,309439,7,5,5
44052,923409,25,6,6
67022,1116286,57,10,9
67020,514573,46,7,7
9628,15516366,44,18,21
9629,3469731,34,6,4
9630,158697,18,2,2
9610,19839924,93,34,33
51886,49815,51,2,1
9614,3841281,27,13,13
70865,967108,35,4,4
51864,3241205,57,20,20
5875,1016402,86,15,15
9635,1130936,60,13,12
70852,1048072,96,17,17
13456,4901745,28,14,14
40820,358922,25,7,7
48406,2874322,57,23,22
48408,627678,29,4,4
48412,1366,21,5,5
48413,8046,59,2,2
48481,7517592,95,28,27
63927,877852,25,10,10
36395,3311310,33,5,5
66978,7055966,47,17,17
66983,258976,54,5,5
166512,460485,25,8,7
5802,2864074,60,11,9
5800,5233296,57,18,13
51930,1823765,39,12,11
5801,2502010,23,11,9
40758,1652271,67,25,25
40759,2016333,68,12,12
48465,10254174,67,29,27
66996,186747,35,1,1
166510,2870082,23,21,19
66999,331548,28,8,9
166511,199610,13,3,3
63901,221687,35,3,3
67001,131620,37,4,5
48477,17667774,86,28,27
67000,643128,72,11,11
67002,2930599,20,8,8
51913,581279,25,3,2
40761,1144073,79,23,24
6568,1354570,88,4,3
169030,138109,2,2,2
169028,85617,2,2,1
169027,133683,2,0,0
23918,1166148,70,19,20
28212,18879,6,1,1
15320,2616088,34,29,29
36920,133253,17,0,0
36912,1125971,95,11,12
10981,9300173,57,19,16
36916,849763,6,1,1
28199,1621058,45,13,11
36917,795225,16,5,5
33081,4512797,79,24,26
59280,337754,32,3,4
6554,1329180,47,13,11
72623,132291,55,7,7
19561,2637545,32,26,25
63165,415385,44,12,10
63164,600745,35,2,2
72618,3124918,23,10,10
63166,366125,23,1,4
63153,10263007,102,33,32
63154,4920695,33,15,15
63158,2325406,24,13,13
63182,67032,1,0,0
50591,478785,18,12,11
28280,428954,9,4,4
54443,2732096,35,26,26
63177,76202,2,0,0
36989,5030936,89,30,33
2245,719180,29,24,25
54452,2336751,82,25,23
32621,68634,4,1,1
54414,1561490,89,12,12
10907,233690,8,4,4
6601,3806565,50,19,21
10897,1402435,67,14,14
10894,1203835,32,13,15
54420,1200826,51,14,13
68135,92068,92,5,5
41969,117585,3,1,1
10869,31784,21,0,0
68137,151192,89,6,7
68136,53398,35,4,4
28324,4840967,44,3,3
19654,434163,28,13,14
6463,7096548,55,27,27
28311,655106,39,8,8
19707,576967,62,5,5
37005,1061581,50,5,5
59255,552323,7,4,4
63046,180176,33,5,6
2130,912346,34,9,10
10802,9363981,59,24,21
37102,2531528,90,13,14
37103,77552,1,0,0
37101,2578713,23,21,21
37099,1157469,42,11,11
59257,5821,2,0,0
41892,181912,92,7,6
37106,1617220,29,7,7
37105,118111,16,0,2
37104,2962402,70,21,23
19593,698215,52,11,11
23942,2844346,96,23,23
2175,1526026,34,26,26
2174,2816584,35,30,28
6476,1105462,50,15,18
54280,1788142,40,10,7
41883,181576,59,11,12
10758,7466015,87,26,24
33261,851054,35,15,14
23967,103961,37,5,5
23960,4716521,82,14,14
37176,1423452,75,18,18
72335,502552,46,3,4
37179,644918,59,7,7
68542,920896,50,11,10
28462,2269638,90,21,22
68538,223558,48,8,8
19783,15480364,41,21,23
37174,792155,38,5,4
11260,637840,81,12,13
28476,1818896,99,18,19
72342,2402535,55,15,20
68518,1617931,51,15,13
68519,610212,54,13,14
28468,1844781,69,10,8
72359,173104,17,7,7
72358,740768,23,4,3
11204,3124880,88,14,13
59014,896753,23,14,14
59013,1440826,58,13,13
32311,947963,12,2,2
76268,932285,12,2,1
54728,768475,74,7,11
2495,381425,24,10,10
89714,539329,16,12,12
37247,211780,66,7,9
2506,245109,24,5,4
37238,507766,29,8,8
68594,3341748,29,4,5
68597,3265243,28,5,4
32334,9274749,54,18,13
32326,3255021,78,27,27
68581,3009064,23,17,17
32851,349019,47,4,4
50347,4401104,70,17,18
6359,1802828,15,5,4
28480,8996055,94,29,26
28510,482212,41,6,6
68547,2042290,77,22,22
41493,98889,26,5,4
68545,2561668,60,14,19
68549,296340,38,2,2
58912,6564084,56,23,25
