facility_id,population,category,dma_rank,p_open,coin,value_per_pop,noise
74419,1493402.0,0,0.6522932535057605,211091400.0,0.9895619970785762,550.3505101621704,2.839878402917667
70699,1383121.0,0,0.502290814093191,210431700.0,0.9895619970785762,550.3505101621704,2.839878402917667
60552,6832225.0,0,0.8171324441039974,490976100.0,0.9895619970785762,550.3505101621704,2.839878402917667
14682,4008759.0,0,0.8679807356007312,301330800.0,0.9895619970785762,550.3505101621704,2.839878402917667
6476,1081439.0,0,0.8679807356007312,173631600.0,0.9895619970785762,550.3505101621704,2.839878402917667
64833,3319796.0,1,0.8679807356007312,268892100.0,0.9649292697967965,116.22851400792935,4.788037067560964
72099,7557771.0,1,0.8679807356007312,474874200.0,0.9649292697967965,116.22851400792935,4.788037067560964
73238,7112958.0,0,0.8679807356007312,452203200.0,0.9895619970785762,550.3505101621704,2.839878402917667
41436,6775554.0,1,0.8679807356007312,436303800.0,0.9649292697967965,116.22851400792935,4.788037067560964
9766,2990341.0,1,0.8679807356007312,289852200.0,0.9649292697967965,116.22851400792935,4.788037067560964
18783,6113181.0,1,0.8679807356007312,396366300.0,0.9649292697967965,116.22851400792935,4.788037067560964
7780,2219498.0,0,0.5489648035602656,344137500.0,0.9895619970785762,550.3505101621704,2.839878402917667
30303,1543160.0,1,0.5489648035602656,239029200.0,0.9649292697967965,116.22851400792935,4.788037067560964
10869,176517.0,1,0.5489648035602656,68203800.0,0.9649292697967965,116.22851400792935,4.788037067560964
73344,658939.0,0,0.6157752076139761,148180500.0,0.9895619970785762,550.3505101621704,2.839878402917667
69943,760732.0,1,0.6157752076139761,166339800.0,0.9649292697967965,116.22851400792935,4.788037067560964
66190,620060.0,1,0.4347388839329388,138478500.0,0.9649292697967965,116.22851400792935,4.788037067560964
67798,542754.0,1,0.4347388839329388,103144500.0,0.9649292697967965,116.22851400792935,4.788037067560964
60888,358869.0,1,0.5796890063541345,110066400.0,0.9649292697967965,116.22851400792935,4.788037067560964
20624,3394886.0,0,0.5796890063541345,330799500.0,0.9895619970785762,550.3505101621704,2.839878402917667
54983,417903.0,1,0.5796890063541345,87437700.0,0.9649292697967965,116.22851400792935,4.788037067560964
70309,1768002.0,0,0.696066221557249,239527800.0,0.9895619970785762,550.3505101621704,2.839878402917667
23942,3334935.0,1,0.4915678051294774,354477600.0,0.9649292697967965,116.22851400792935,4.788037067560964
49240,434820.0,1,0.4915678051294774,99717300.0,0.9649292697967965,116.22851400792935,4.788037067560964
35101,5882148.0,1,0.7047416873573523,388803600.0,0.9649292697967965,116.22851400792935,4.788037067560964
48772,10050152.0,0,0.7047416873573523,610003800.0,0.9895619970785762,550.3505101621704,2.839878402917667
70119,9828403.0,1,0.7047416873573523,537563700.0,0.9649292697967965,116.22851400792935,4.788037067560964
60539,9559169.0,1,0.7047416873573523,478550700.0,0.9649292697967965,116.22851400792935,4.788037067560964
12279,9271314.0,1,0.7047416873573523,473427900.0,0.9649292697967965,116.22851400792935,4.788037067560964
168414,2031594.0,1,0.6214840392402848,208234800.0,0.9649292697967965,116.22851400792935,4.788037067560964
41070,805835.0,1,0.5520610001733325,129801600.0,0.9649292697967965,116.22851400792935,4.788037067560964
67893,3876848.0,1,0.5520610001733325,377749800.0,0.9649292697967965,116.22851400792935,4.788037067560964
11027,1899860.0,1,0.5520610001733325,275925600.0,0.9649292697967965,116.22851400792935,4.788037067560964
43870,3634004.0,1,0.5520610001733325,402802200.0,0.9649292697967965,116.22851400792935,4.788037067560964
8532,3587204.0,0,0.5520610001733325,344604600.0,0.9895619970785762,550.3505101621704,2.839878402917667
23918,1367744.0,1,0.5880955656107699,215568900.0,0.9649292697967965,116.22851400792935,4.788037067560964
