DMA Rank,DMA1,Facility ID,Call Sign,Channel,Facility Service,Interference2,Interference -Free Population,Volume3,Scaled Volume4,Go Off-Air,Move to Low VHF,Move to High VHF
61,"Ft. Myers-Naples, FL",61504,WXCW,45,DT,91," 1,719,040 ",12507,205089,"$184,580,100 ","$138,435,075 ","$73,832,040 "
61,"Ft. Myers-Naples, FL",19183,WZVN-TV,41,DT,94," 1,853,309 ",13199,216430,"$194,787,000 ","$146,090,250 ","$77,914,800 "
62,"Knoxville, TN",37809,WAGV,51,DT,177," 1,296,453 ",15148,248396,"$223,556,400 ","$167,667,300 ","$89,422,560 "
62,"Knoxville, TN",71082,WATE-TV,26,DT,133," 1,592,452 ",14553,238637,"$214,773,300 ","$161,079,975 ","$85,909,320 "
62,"Knoxville, TN",46984,WBIR-TV,10,DT,115," 1,641,813 ",13741,225315,"$121,670,100 ","$70,974,225 ",NA
62,"Knoxville, TN",72971,WBXX-TV,20,DT,163," 1,990,898 ",18014,295391,"$265,851,900 ","$199,388,925 ","$106,340,760 "
62,"Knoxville, TN",18252,WETP-TV,41,DT,139," 1,764,857 ",15663,256827,"$231,144,300 ","$173,358,225 ","$92,457,720 "
62,"Knoxville, TN",83931,WKNX-TV,7,DT,91," 1,409,531 ",11326,185711,"$100,283,940 ","$58,498,965 ",NA
62,"Knoxville, TN",18267,WKOP-TV,17,DT,118," 1,363,054 ",12682,207959,"$187,163,100 ","$140,372,325 ","$74,865,240 "
62,"Knoxville, TN",52628,WPXK-TV,23,DT,138," 1,606,463 ",14889,244149,"$219,734,100 ","$164,800,575 ","$87,893,640 "
62,"Knoxville, TN",19200,WTNZ,34,DT,133," 1,495,959 ",14105,231294,"$208,164,600 ","$156,123,450 ","$83,265,840 "
62,"Knoxville, TN",81750,WVLR,48,DT,99," 1,282,762 ",11269,184786,"$166,307,400 ","$124,730,550 ","$66,522,960 "
62,"Knoxville, TN",35908,WVLT-TV,30,DT,145," 1,615,721 ",15306,250984,"$225,885,600 ","$169,414,200 ","$90,354,240 "
63,"Lexington, KY",64017,WDKY-TV,31,DT,157," 1,129,512 ",13317,218361,"$196,524,900 ","$147,393,675 ","$78,609,960 "
63,"Lexington, KY",34196,WKHA,16,DT,112," 346,011 ",6225,102078,"$91,870,200 ","$68,902,650 ","$36,748,080 "
63,"Lexington, KY",34207,WKLE,42,DT,88," 820,347 ",8497,139322,"$125,389,800 ","$94,042,350 ","$50,155,920 "
63,"Lexington, KY",34202,WKMR,15,DT,132," 348,308 ",6781,111185,"$100,066,500 ","$75,049,875 ","$40,026,600 "
63,"Lexington, KY",34222,WKSO-TV,14,DT,116," 571,194 ",8140,133475,"$120,127,500 ","$90,095,625 ","$48,051,000 "
63,"Lexington, KY",24914,WKYT-TV,36,DT,158," 1,110,315 ",13245,217186,"$195,467,400 ","$146,600,550 ","$78,186,960 "
63,"Lexington, KY",73203,WLEX-TV,39,DT,128," 945,267 ",11000,180369,"$162,332,100 ","$121,749,075 ","$64,932,840 "
63,"Lexington, KY",27696,WLJC-TV,7,DT,154," 1,299,524 ",14147,231970,"$125,263,800 ","$73,070,550 ",NA
63,"Lexington, KY",51597,WTVQ-DT,40,DT,135," 980,847 ",11507,188689,"$169,820,100 ","$127,365,075 ","$67,928,040 "
63,"Lexington, KY",23128,WUPX-TV,21,DT,130," 1,099,776 ",11957,196066,"$176,459,400 ","$132,344,550 ","$70,583,760 "
63,"Lexington, KY",24915,WYMT-TV,12,DT,130," 799,584 ",10195,167179,"$90,276,660 ","$52,661,385 ",NA
64,"Dayton, OH",70138,WBDT,26,DT,184," 3,434,775 ",25140,412228,"$371,005,200 ","$278,253,900 ","$148,402,080 "
64,"Dayton, OH",65690,WDTN,50,DT,194," 3,643,150 ",26585,435932,"$392,338,800 ","$294,254,100 ","$156,935,520 "
64,"Dayton, OH",41458,WHIO-TV,41,DT,181," 3,750,347 ",26054,427223,"$384,500,700 ","$288,375,525 ","$153,800,280 "
64,"Dayton, OH",73155,WKEF,18,DT,155," 3,464,313 ",23173,379974,"$341,976,600 ","$256,482,450 ","$136,790,640 "
64,"Dayton, OH",67869,WKOI-TV,39,DT,138," 3,291,068 ",21311,349452,"$314,506,800 ","$235,880,100 ","$125,802,720 "
64,"Dayton, OH",25067,WPTD,16,DT,152," 3,414,874 ",22783,373584,"$336,225,600 ","$252,169,200 ","$134,490,240 "
64,"Dayton, OH",411,WRGT-TV,30,DT,149," 2,972,755 ",21046,345106,"$310,595,400 ","$232,946,550 ","$124,238,160 "
65,"Wichita-Hutchinson, KS",11912,KAAS-TV,17,DT,56," 219,735 ",3508,57521,"$51,768,900 ","$38,826,675 ","$20,707,560 "
65,"Wichita-Hutchinson, KS",65522,KAKE,10,DT,69," 796,557 ",7414,121566,"$65,645,640 ","$38,293,290 ",NA
65,"Wichita-Hutchinson, KS",66414,KBSD-DT,6,DT,44," 154,655 ",2609,42775,"$9,624,375 ",NA,NA
65,"Wichita-Hutchinson, KS",66415,KBSH-DT,7,DT,43," 100,531 ",2079,34093,"$18,410,220 ","$10,739,295 ",NA
65,"Wichita-Hutchinson, KS",66416,KBSL-DT,10,DT,49," 48,465 ",1541,25269,"$13,645,260 ","$7,959,735 ",NA
65,"Wichita-Hutchinson, KS",79258,KDCK,21,DT,31," 43,065 ",1155,18946,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",166332,KDCU-DT,31,DT,51," 794,748 ",6366,104395,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",190120,KGPT-CD,24,DC,26," 652,599 ",4119,67544,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",65523,KLBY,17,DT,35," 34,274 ",1095,17960,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",77063,KMTW,35,DT,38," 761,516 ",5379,88209,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",83181,KOCW,14,DT,35," 83,789 ",1712,28081,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",60675,KOOD,16,DT,52," 112,599 ",2420,39678,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",33345,KPTS,8,DT,56," 818,052 ",6768,110985,"$59,931,900 ","$34,960,275 ",NA
65,"Wichita-Hutchinson, KS",11911,KSAS-TV,26,DT,28," 752,503 ",4590,75268,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",72348,KSCW-DT,12,DT,75," 908,299 ",8254,135339,"$73,083,060 ","$42,631,785 ",NA
65,"Wichita-Hutchinson, KS",72359,KSNC,22,DT,75," 173,703 ",3609,59185,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",72361,KSNG,11,DT,33," 144,841 ",2186,35849,"$19,358,460 ","$11,292,435 ",NA
65,"Wichita-Hutchinson, KS",72362,KSNK,12,DT,35," 45,105 ",1256,20603,"$11,125,620 ","$6,489,945 ",NA
65,"Wichita-Hutchinson, KS",72358,KSNW,45,DT,47," 788,696 ",6088,99835,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",60683,KSWK,8,DT,20," 72,306 ",1203,19719,"$10,648,260 ","$6,211,485 ",NA
65,"Wichita-Hutchinson, KS",65535,KUPK,13,DT,34," 148,105 ",2244,36796,"$19,869,840 ","$11,590,740 ",NA
65,"Wichita-Hutchinson, KS",66413,KWCH-DT,19,DT,68," 881,642 ",7743,126964,Not Needed,Not Needed,Not Needed
65,"Wichita-Hutchinson, KS",162115,KWKS,19,DT,28," 39,279 ",1049,17196,Not Needed,Not Needed,Not Needed
66,"Honolulu, HI",3246,KAAH-TV,27,DT,38," 877,220 ",5774,94673,"$85,205,700 ","$63,904,275 ","$34,082,280 "
66,"Honolulu, HI",4145,KAII-TV,7,DT,22," 165,396 ",1908,31279,"$16,890,660 ","$9,852,885 ",NA
66,"Honolulu, HI",51241,KALO,38,DT,40," 841,817 ",5803,95152,"$85,636,800 ","$64,227,600 ","$34,254,720 "
66,"Honolulu, HI",65395,KBFD-DT,33,DT,32," 834,167 ",5167,84719,"$76,247,100 ","$57,185,325 ","$30,498,840 "
66,"Honolulu, HI",36917,KFVE,22,DT,36," 845,329 ",5517,90457,"$81,411,300 ","$61,058,475 ","$32,564,520 "
66,"Honolulu, HI",34445,KGMB,23,DT,39," 844,832 ",5740,94123,"$84,710,700 ","$63,533,025 ","$33,884,280 "
66,"Honolulu, HI",36914,KGMD-TV,9,DT,5," 93,879 ",685,11234,Not Needed,Not Needed,Not Needed
66,"Honolulu, HI",36920,KGMV,24,DT,23," 162,221 ",1932,31674,"$28,506,600 ","$21,379,950 ","$11,402,640 "
66,"Honolulu, HI",4146,KHAW-TV,11,DT,6," 94,851 ",754,12370,Not Needed,Not Needed,Not Needed
66,"Honolulu, HI",34846,KHBC-TV,22,DT,8," 74,835 ",774,12688,Not Needed,Not Needed,Not Needed
66,"Honolulu, HI",26431,KHET,11,DT,35," 944,529 ",5750,94280,"$50,911,200 ","$29,698,200 ",NA
66,"Honolulu, HI",27969,KHLU-CD,46,DC,43," 840,819 ",6013,98597,"$88,737,300 ","$66,552,975 ","$35,494,920 "
66,"Honolulu, HI",34867,KHNL,35,DT,39," 844,832 ",5740,94123,"$84,710,700 ","$63,533,025 ","$33,884,280 "
66,"Honolulu, HI",4144,KHON-TV,8,DT,40," 877,226 ",5924,97133,"$52,451,820 ","$30,596,895 ",NA
66,"Honolulu, HI",64544,KHVO,13,DT,5," 93,657 ",684,11221,Not Needed,Not Needed,Not Needed
66,"Honolulu, HI",34527,KIKU,19,DT,33," 841,403 ",5269,86405,"$77,764,500 ","$58,323,375 ","$31,105,800 "
66,"Honolulu, HI",64548,KITV,40,DT,34," 818,065 ",5274,86479,"$77,831,100 ","$58,373,325 ","$31,132,440 "
66,"Honolulu, HI",83180,KKAI,50,DT,45," 941,197 ",6508,106715,"$96,043,500 ","$72,032,625 ","$38,417,400 "
66,"Honolulu, HI",664,KLEI-TV,25,DT,7," 73,452 ",717,11758,Not Needed,Not Needed,Not Needed
66,"Honolulu, HI",64551,KMAU,12,DT,22," 188,953 ",2039,33432,"$18,053,280 ","$10,531,080 ",NA
66,"Honolulu, HI",26428,KMEB,10,DT,22," 203,406 ",2115,34687,"$18,730,980 ","$10,926,405 ",NA
66,"Honolulu, HI",34859,KOGG,16,DT,24," 161,310 ",1968,32264,"$29,037,600 ","$21,778,200 ","$11,615,040 "
66,"Honolulu, HI",77483,KPXO-TV,41,DT,48," 753,761 ",6015,98632,"$88,768,800 ","$66,576,600 ","$35,507,520 "
66,"Honolulu, HI",89714,KUPU,15,DT,43," 947,966 ",6385,104691,"$94,221,900 ","$70,666,425 ","$37,688,760 "
66,"Honolulu, HI",27425,KWBN,43,DT,33," 837,764 ",5258,86218,"$77,596,200 ","$58,197,150 ","$31,038,480 "
66,"Honolulu, HI",37103,KWHD,23,DT,4," 94,560 ",615,10085,Not Needed,Not Needed,Not Needed
66,"Honolulu, HI",36846,KWHE,31,DT,22," 834,167 ",4284,70245,"$63,220,500 ","$47,415,375 ","$25,288,200 "
66,"Honolulu, HI",37105,KWHM,21,DT,22," 138,062 ",1743,28578,"$25,720,200 ","$19,290,150 ","$10,288,080 "
67,"Charleston-Huntington, WV",71280,WCHS-TV,41,DT,129," 1,168,670 ",12278,201335,"$181,201,500 ","$135,901,125 ","$72,480,600 "
67,"Charleston-Huntington, WV",34171,WKAS,26,DT,105," 471,791 ",7038,115411,"$103,869,900 ","$77,902,425 ","$41,547,960 "
67,"Charleston-Huntington, WV",34200,WKPI-TV,24,DT,92," 406,537 ",6116,100282,"$90,253,800 ","$67,690,350 ","$36,101,520 "
67,"Charleston-Huntington, WV",73189,WLPX-TV,39,DT,131," 912,110 ",10931,179241,"$161,316,900 ","$120,987,675 ","$64,526,760 "
67,"Charleston-Huntington, WV",23342,WOWK-TV,13,DT,93," 1,083,619 ",10039,164611,"$88,889,940 ","$51,852,465 ",NA
67,"Charleston-Huntington, WV",66190,WPBO,43,DT,142," 620,060 ",9383,153865,"$138,478,500 ","$103,858,875 ","$55,391,400 "
67,"Charleston-Huntington, WV",65130,WQCW,17,DT,137," 1,228,242 ",12972,212707,"$191,436,300 ","$143,577,225 ","$76,574,520 "
67,"Charleston-Huntington, WV",36912,WSAZ-TV,23,DT,129," 1,112,023 ",11977,196395,"$176,755,500 ","$132,566,625 ","$70,702,200 "
67,"Charleston-Huntington, WV",67798,WTSF,44,DT,90," 542,754 ",6989,114605,"$103,144,500 ","$77,358,375 ","$41,257,800 "
67,"Charleston-Huntington, WV",417,WVAH-TV,19,DT,145," 1,290,303 ",13678,224290,"$201,861,000 ","$151,395,750 ","$80,744,400 "
67,"Charleston-Huntington, WV",71657,WVPB-TV,34,DT,74," 745,624 ",7428,121802,"$109,621,800 ","$82,216,350 ","$43,848,720 "
68,"Green Bay-Appleton, WI",361,WACY-TV,27,DT,77," 919,124 ",8413,137947,"$124,152,300 ","$93,114,225 ","$49,660,920 "
68,"Green Bay-Appleton, WI",74417,WBAY-TV,23,DT,87," 1,214,158 ",10278,168530,"$151,677,000 ","$113,757,750 ","$60,670,800 "
68,"Green Bay-Appleton, WI",73042,WCWF,21,DT,63," 1,028,917 ",8051,132020,"$118,818,000 ","$89,113,500 ","$47,527,200 "
68,"Green Bay-Appleton, WI",9635,WFRV-TV,39,DT,90," 1,185,016 ",10327,169341,"$152,406,900 ","$114,305,175 ","$60,962,760 "
68,"Green Bay-Appleton, WI",2708,WGBA-TV,41,DT,63," 1,124,171 ",8416,137996,"$124,196,400 ","$93,147,300 ","$49,678,560 "
68,"Green Bay-Appleton, WI",4150,WLUK-TV,11,DT,86," 1,241,874 ",10334,169460,"$91,508,400 ","$53,379,900 ",NA
68,"Green Bay-Appleton, WI",2711,WLWK-CD,22,DC,37," 68,554 ",1593,26115,Not Needed,Not Needed,Not Needed
68,"Green Bay-Appleton, WI",18798,WPNE-TV,42,DT,73," 1,129,352 ",9080,148887,"$133,998,300 ","$100,498,725 ","$53,599,320 "
69,"Roanoke-Lynchburg, VA",5981,WBRA-TV,3,DT,160," 1,675,081 ",16371,268446,"$60,400,350 ",NA,NA
69,"Roanoke-Lynchburg, VA",71329,WDBJ,18,DT,161," 1,398,559 ",15006,246055,"$221,449,500 ","$166,087,125 ","$88,579,800 "
69,"Roanoke-Lynchburg, VA",15507,WFFP-TV,24,DT,105," 876,858 ",9595,157340,"$141,606,000 ","$106,204,500 ","$56,642,400 "
69,"Roanoke-Lynchburg, VA",24813,WFXR,17,DT,133," 1,258,963 ",12940,212183,"$190,964,700 ","$143,223,525 ","$76,385,880 "
69,"Roanoke-Lynchburg, VA",168095,WLHG-CD,43,DC,70," 253,479 ",4212,69072,"$62,164,800 ","$46,623,600 ","$24,865,920 "
69,"Roanoke-Lynchburg, VA",70251,WPXR-TV,36,DT,124," 1,114,440 ",11755,192761,"$173,484,900 ","$130,113,675 ","$69,393,960 "
69,"Roanoke-Lynchburg, VA",73988,WSET-TV,13,DT,117," 1,303,891 ",12351,202532,"$109,367,280 ","$63,797,580 ",NA
69,"Roanoke-Lynchburg, VA",57840,WSLS-TV,30,DT,142," 1,241,701 ",13279,217737,"$195,963,300 ","$146,972,475 ","$78,385,320 "
69,"Roanoke-Lynchburg, VA",24812,WWCW,20,DT,142," 1,176,995 ",12928,211988,"$190,789,200 ","$143,091,900 ","$76,315,680 "
70,"Tucson, AZ",168403,K04QP-D,4,DC,47," 983,079 ",6797,111461,"$25,078,725 ",NA,NA
70,"Tucson, AZ",53004,KFTU-CD,18,DC,48," 815,108 ",6255,102567,"$92,310,300 ","$69,232,725 ","$36,924,120 "
70,"Tucson, AZ",81441,KFTU-DT,36,DT,12," 109,731 ",1148,18816,Not Needed,Not Needed,Not Needed
70,"Tucson, AZ",36918,KGUN-TV,9,DT,45," 1,407,127 ",7957,130482,"$70,460,280 ","$41,101,830 ",NA
70,"Tucson, AZ",30601,KHRR,40,DT,52," 1,116,521 ",7620,124944,"$112,449,600 ","$84,337,200 ","$44,979,840 "
70,"Tucson, AZ",44052,KMSB,25,DT,47," 1,014,277 ",6904,113216,"$101,894,400 ","$76,420,800 ","$40,757,760 "
70,"Tucson, AZ",48663,KOLD-TV,32,DT,49," 884,603 ",6584,107957,"$97,161,300 ","$72,870,975 ","$38,864,520 "
70,"Tucson, AZ",11908,KTTU,19,DT,45," 1,010,328 ",6743,110565,"$99,508,500 ","$74,631,375 ","$39,803,400 "
70,"Tucson, AZ",2722,KUAS-TV,28,DT,50," 977,391 ",6991,114630,"$103,167,000 ","$77,375,250 ","$41,266,800 "
70,"Tucson, AZ",2731,KUAT-TV,30,DT,76," 1,256,409 ",9772,160233,"$144,209,700 ","$108,157,275 ","$57,683,880 "
70,"Tucson, AZ",78036,KUVE-CD,42,DC,48," 969,725 ",6823,111873,"$100,685,700 ","$75,514,275 ","$40,274,280 "
70,"Tucson, AZ",63927,KUVE-DT,46,DT,51," 926,290 ",6873,112704,"$101,433,600 ","$76,075,200 ","$40,573,440 "
70,"Tucson, AZ",25735,KVOA,23,DT,57," 1,018,927 ",7621,124965,"$112,468,500 ","$84,351,375 ","$44,987,400 "
70,"Tucson, AZ",35095,KWBA-TV,44,DT,54," 1,068,116 ",7595,124533,"$112,079,700 ","$84,059,775 ","$44,831,880 "
71,"Flint-Saginaw-Bay City, MI",67792,WAQP,48,DT,151," 1,969,266 ",17244,282761,"$254,484,900 ","$190,863,675 ","$101,793,960 "
71,"Flint-Saginaw-Bay City, MI",82627,WBSF,46,DT,63," 987,886 ",7889,129361,"$116,424,900 ","$87,318,675 ","$46,569,960 "
71,"Flint-Saginaw-Bay City, MI",9908,WCMU-TV,26,DT,135," 699,233 ",9716,159315,"$143,383,500 ","$107,537,625 ","$57,353,400 "
71,"Flint-Saginaw-Bay City, MI",69273,WCMZ-TV,28,DT,158," 5,129,629 ",28469,466821,"$420,138,900 ","$315,104,175 ","$168,055,560 "
71,"Flint-Saginaw-Bay City, MI",16530,WDCQ-TV,15,DT,107," 1,182,981 ",11251,184485,"$166,036,500 ","$124,527,375 ","$66,414,600 "
71,"Flint-Saginaw-Bay City, MI",72052,WEYI-TV,30,DT,169," 2,299,351 ",19713,323240,"$290,916,000 ","$218,187,000 ","$116,366,400 "
71,"Flint-Saginaw-Bay City, MI",21735,WJRT-TV,12,DT,135," 2,474,753 ",18278,299717,"$161,847,180 ","$94,410,855 ",NA
71,"Flint-Saginaw-Bay City, MI",41221,WNEM-TV,22,DT,149," 1,526,912 ",15083,247331,"$222,597,900 ","$166,948,425 ","$89,039,160 "
71,"Flint-Saginaw-Bay City, MI",21737,WSMH,16,DT,157," 2,255,392 ",18817,308560,"$277,704,000 ","$208,278,000 ","$111,081,600 "
72,"Des Moines-Ames, IA",33710,KCCI,8,DT,75," 1,078,692 ",8995,147489,"$79,644,060 ","$46,459,035 ",NA
72,"Des Moines-Ames, IA",51502,KCWI-TV,23,DT,71," 1,042,561 ",8604,141078,"$126,970,200 ","$95,227,650 ","$50,788,080 "
72,"Des Moines-Ames, IA",46753,KDAO-CD,44,DC,48," 36,997 ",1333,21852,"$19,666,800 ","$14,750,100 ","$7,866,720 "
72,"Des Moines-Ames, IA",29102,KDIN-TV,11,DT,77," 1,081,527 ",9126,149638,"$80,804,520 ","$47,135,970 ",NA
72,"Des Moines-Ames, IA",78915,KDMI,19,DT,100," 1,137,544 ",10666,174889,"$157,400,100 ","$118,050,075 ","$62,960,040 "
72,"Des Moines-Ames, IA",56527,KDSM-TV,16,DT,84," 1,094,778 ",9590,157247,"$141,522,300 ","$106,141,725 ","$56,608,920 "
72,"Des Moines-Ames, IA",82619,KEFB,34,DT,55," 685,414 ",6140,100679,"$90,611,100 ","$67,958,325 ","$36,244,440 "
72,"Des Moines-Ames, IA",81509,KFPX-TV,39,DT,57," 753,517 ",6554,107464,"$96,717,600 ","$72,538,200 ","$38,687,040 "
72,"Des Moines-Ames, IA",29100,KTIN,25,DT,82," 278,943 ",4783,78423,"$70,580,700 ","$52,935,525 ","$28,232,280 "
72,"Des Moines-Ames, IA",70417,WBXF-CA,4,CA,17," 103,972 ",1329,21800,"$4,905,000 ",NA,NA
72,"Des Moines-Ames, IA",66221,WHO-DT,13,DT,89," 1,112,931 ",9952,163196,"$88,125,840 ","$51,406,740 ",NA
72,"Des Moines-Ames, IA",8661,WOI-DT,5,DT,93," 1,207,755 ",10598,173784,"$39,101,400 ",NA,NA
73,"Spokane, WA",58684,KAYU-TV,28,DT,40," 750,560 ",5479,89847,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",62424,KCDT,45,DT,37," 638,112 ",4859,79676,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",81694,KGPX-TV,34,DT,32," 625,738 ",4475,73375,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",34537,KHQ-TV,15,DT,38," 774,625 ",5425,88965,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",56032,KLEW-TV,32,DT,32," 145,110 ",2155,35335,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",78921,KQUP,24,DT,45," 551,783 ",4983,81709,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",34868,KREM,20,DT,45," 753,589 ",5823,95489,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",35606,KSKN,36,DT,31," 643,344 ",4466,73229,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",61956,KSPS-TV,7,DT,33," 771,913 ",5047,82760,"$44,690,400 ","$26,069,400 ",NA
73,"Spokane, WA",62382,KUID-TV,12,DT,46," 261,539 ",3469,56876,"$30,713,040 ","$17,915,940 ",NA
73,"Spokane, WA",37444,KVBI-LP,42,CA,9," 54,366 ",699,11470,Not Needed,Not Needed,Not Needed
73,"Spokane, WA",71024,KWSU-TV,10,DT,56," 467,702 ",5118,83919,"$45,316,260 ","$26,434,485 ",NA
73,"Spokane, WA",61978,KXLY-TV,13,DT,39," 748,926 ",5404,88620,"$47,854,800 ","$27,915,300 ",NA
74,"Omaha, NE",29108,KBIN-TV,33,DT,53," 908,798 ",6940,113802,"$102,421,800 ","$76,816,350 ","$40,968,720 "
74,"Omaha, NE",53903,KETV,20,DT,81," 1,349,646 ",10456,171448,"$154,303,200 ","$115,727,400 ","$61,721,280 "
74,"Omaha, NE",29085,KHIN,35,DT,84," 1,037,934 ",9337,153110,"$137,799,000 ","$103,349,250 ","$55,119,600 "
74,"Omaha, NE",35190,KMTV-TV,45,DT,74," 1,342,574 ",9967,163442,"$147,097,800 ","$110,323,350 ","$58,839,120 "
74,"Omaha, NE",51491,KPTM,43,DT,76," 1,385,296 ",10261,168251,"$151,425,900 ","$113,569,425 ","$60,570,360 "
74,"Omaha, NE",23277,KXVO,38,DT,72," 1,331,406 ",9791,160546,"$144,491,400 ","$108,368,550 ","$57,796,560 "
74,"Omaha, NE",47974,KYNE-TV,17,DT,60," 936,180 ",7495,122895,"$110,605,500 ","$82,954,125 ","$44,242,200 "
74,"Omaha, NE",65528,WOWT,22,DT,85," 1,377,273 ",10820,177418,"$159,676,200 ","$119,757,150 ","$63,870,480 "
75,"Springfield, MO",168219,KBNS-CD,36,DC,47," 257,901 ",3482,57089,"$51,380,100 ","$38,535,075 ","$20,552,040 "
75,"Springfield, MO",28496,KOLR,10,DT,89," 1,033,250 ",9590,157245,"$84,912,300 ","$49,532,175 ",NA
75,"Springfield, MO",51102,KOZK,23,DT,86," 823,558 ",8416,137999,"$124,199,100 ","$93,149,325 ","$49,679,640 "
75,"Springfield, MO",3659,KOZL-TV,28,DT,101," 959,862 ",9846,161452,"$145,306,800 ","$108,980,100 ","$58,122,720 "
75,"Springfield, MO",166319,KRBK,49,DT,77," 795,729 ",7828,128353,"$115,517,700 ","$86,638,275 ","$46,207,080 "
75,"Springfield, MO",35630,KSPR,19,DT,109," 1,057,854 ",10738,176078,"$158,470,200 ","$118,852,650 ","$63,388,080 "
75,"Springfield, MO",78314,KWBM,31,DT,85," 627,784 ",7305,119783,"$107,804,700 ","$80,853,525 ","$43,121,880 "
75,"Springfield, MO",36003,KYTV,44,DT,93," 994,298 ",9616,157681,"$141,912,900 ","$106,434,675 ","$56,765,160 "
76,"Rochester, NY",10318,WBGT-CD,46,DC,111," 903,830 ",10016,164242,"$147,817,800 ","$110,863,350 ","$59,127,120 "
76,"Rochester, NY",58739,WGCE-CD,25,DC,74," 725,074 ",7325,120112,"$108,100,800 ","$81,075,600 ","$43,240,320 "
76,"Rochester, NY",73371,WHAM-TV,13,DT,91," 1,254,602 ",10685,175208,"$94,612,320 ","$55,190,520 ",NA
76,"Rochester, NY",70041,WHEC-TV,10,DT,94," 1,260,007 ",10883,178455,"$96,365,700 ","$56,213,325 ",NA
76,"Rochester, NY",73964,WROC-TV,45,DT,157," 1,168,409 ",13544,222089,"$199,880,100 ","$149,910,075 ","$79,952,040 "
76,"Rochester, NY",413,WUHF,28,DT,133," 1,140,299 ",12315,201936,"$181,742,400 ","$136,306,800 ","$72,696,960 "
76,"Rochester, NY",57274,WXXI-TV,16,DT,140," 1,159,829 ",12743,208949,"$188,054,100 ","$141,040,575 ","$75,221,640 "
77,"Toledo, OH",6568,WBGU-TV,27,DT,121," 1,342,660 ",12746,209004,"$188,103,600 ","$141,077,700 ","$75,241,440 "
77,"Toledo, OH",66285,WGTE-TV,29,DT,138," 2,207,703 ",17455,286213,"$257,591,700 ","$193,193,775 ","$103,036,680 "
77,"Toledo, OH",17076,WLMB,5,DT,149," 2,308,638 ",18547,304124,"$68,427,900 ",NA,NA
77,"Toledo, OH",51913,WMNT-CD,48,DC,110," 738,020 ",9010,147744,"$132,969,600 ","$99,727,200 ","$53,187,840 "
77,"Toledo, OH",73354,WNWO-TV,49,DT,132," 2,210,444 ",17082,280095,"$252,085,500 ","$189,064,125 ","$100,834,200 "
77,"Toledo, OH",13992,WTOL,11,DT,158," 4,153,203 ",25617,420048,"$226,825,920 ","$132,315,120 ",NA
77,"Toledo, OH",74150,WTVG,13,DT,156," 4,222,650 ",25666,420857,"$227,262,780 ","$132,569,955 ",NA
77,"Toledo, OH",19190,WUPW,46,DT,133," 2,068,541 ",16587,271980,"$244,782,000 ","$183,586,500 ","$97,912,800 "
78,"Columbia, SC",19199,WACH,48,DT,105," 1,294,056 ",11657,191139,"$172,025,100 ","$129,018,825 ","$68,810,040 "
78,"Columbia, SC",13990,WIS,10,DT,156," 2,300,486 ",18944,310636,"$167,743,440 ","$97,850,340 ",NA
78,"Columbia, SC",40902,WKTC,39,DT,101," 1,307,305 ",11491,188421,"$169,578,900 ","$127,184,175 ","$67,831,560 "
78,"Columbia, SC",37176,WLTX,17,DT,116," 1,482,561 ",13114,215038,"$193,534,200 ","$145,150,650 ","$77,413,680 "
78,"Columbia, SC",60963,WOLO-TV,8,DT,163," 2,561,766 ",20434,335076,"$180,941,040 ","$105,548,940 ",NA
78,"Columbia, SC",61012,WRJA-TV,28,DT,113," 1,102,010 ",11159,182983,"$164,684,700 ","$123,513,525 ","$65,873,880 "
78,"Columbia, SC",61013,WRLK-TV,32,DT,114," 1,206,701 ",11729,192323,"$173,090,700 ","$129,818,025 ","$69,236,280 "
78,"Columbia, SC",136750,WZRB,47,DT,63," 774,025 ",6983,114506,"$103,055,400 ","$77,291,550 ","$41,222,160 "
79,"Huntsville-Decatur-Florence, AL",67020,W17DJ-D,17,DC,64," 580,348 ",6094,99934,"$89,940,600 ","$67,455,450 ","$35,976,240 "
79,"Huntsville-Decatur-Florence, AL",57292,WAAY-TV,32,DT,144," 1,424,256 ",14321,234831,"$211,347,900 ","$158,510,925 ","$84,539,160 "
79,"Huntsville-Decatur-Florence, AL",591,WAFF,48,DT,102," 1,096,592 ",10576,173421,"$156,078,900 ","$117,059,175 ","$62,431,560 "
